Price,Close,High,Low,Open,Volume
2025-05-23,298.1000061035156,298.75,291.75,292.0,9872024
2025-05-26,296.70001220703125,303.79998779296875,295.75,300.04998779296875,16469130
2025-05-27,294.54998779296875,297.6000061035156,292.20001220703125,297.0,17074710
2025-05-28,291.1499938964844,295.6499938964844,290.5,294.54998779296875,10099453
2025-05-29,293.1000061035156,293.8999938964844,291.3500061035156,291.3500061035156,9773818
2025-05-30,289.75,294.6499938964844,288.25,292.0,21788566
2025-06-02,293.04998779296875,293.6499938964844,288.3999938964844,290.29998779296875,7255782
2025-06-03,288.25,295.3999938964844,287.75,292.5,10989055
2025-06-04,288.54998779296875,289.79998779296875,287.04998779296875,288.25,8580196
2025-06-05,294.25,295.25,290.1000061035156,291.0,13110486
2025-06-06,295.79998779296875,297.0,292.95001220703125,293.54998779296875,7935393
2025-06-09,300.5,301.1499938964844,296.1499938964844,298.0,8666186
2025-06-10,301.04998779296875,301.79998779296875,298.25,300.54998779296875,7273892
2025-06-11,295.45001220703125,301.3999938964844,294.0,301.1000061035156,10941604
2025-06-12,289.0,295.79998779296875,288.5,295.1499938964844,14071159
2025-06-13,285.5,286.45001220703125,281.79998779296875,282.54998779296875,16028417
2025-06-16,288.6499938964844,290.5,286.29998779296875,287.95001220703125,11067299
2025-06-17,288.54998779296875,290.45001220703125,287.20001220703125,288.6499938964844,7286868
2025-06-18,287.29998779296875,288.29998779296875,285.5,287.5,11904855
2025-06-19,286.45001220703125,287.6499938964844,285.29998779296875,286.79998779296875,13573824
2025-06-20,293.1000061035156,294.5,285.04998779296875,285.54998779296875,33014151
2025-06-23,290.25,293.45001220703125,288.1000061035156,291.3999938964844,6833477
2025-06-24,285.95001220703125,294.70001220703125,285.3500061035156,293.45001220703125,15007849
2025-06-25,290.45001220703125,291.1000061035156,286.5,286.5,10838516
2025-06-26,293.5,294.25,289.75,290.79998779296875,10232220
2025-06-27,299.25,300.70001220703125,294.1499938964844,295.0,15523628
2025-06-30,299.8999938964844,301.0,296.25,300.3999938964844,8414156
